eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
120.72,2.73,2990,0.016504496,0.20981853,1.9530951,-0.029442504,0.1819908,0.5041445791721344,199,50944,1109.6780669279397,3260416
114.69,2.96,2949,0.016800014,0.21561687,1.9538959,-0.02808512,0.17596771,0.5596686601638794,200,51200,1115.234942222014,3276800
117.83,2.65,2942,0.01731177,0.22357178,1.9359779,-0.029436566,0.15166888,0.6122101247310638,201,51456,1120.846300936304,3293184
118.24,2.79,2978,0.017393982,0.22003174,1.9641882,-0.028488822,0.15128033,0.5873600542545319,202,51712,1126.3476956244558,3309568
116.9,2.76,3029,0.016269248,0.21148682,1.9864244,-0.02769762,0.16299026,0.5977140665054321,203,51968,1131.8032938847318,3325952
107.11,2.9,3040,0.017374935,0.22538249,1.9522729,-0.026217684,0.15342136,0.6391434669494629,204,52224,1137.1929486365989,3342336
106.66,2.5,2952,0.016469942,0.20595296,2.0017304,-0.028890552,0.14522807,0.5485982298851013,205,52480,1142.7840985637158,3358720
108.64,2.22,2900,0.017380832,0.21364339,2.0054,-0.027945502,0.13268958,0.599421888589859,206,52736,1148.434100174345,3375104
115.38,2.76,2922,0.015720885,0.20314534,2.0129268,-0.02669142,0.14986758,0.5621737837791443,207,52992,1154.0809534918517,3391488
108.3,2.61,3010,0.017019937,0.21616618,1.9942473,-0.029719165,0.14166883,0.6175867021083832,208,53248,1159.5241796914488,3407872
105.07,2.86,3048,0.015334864,0.20123291,1.9759554,-0.02693464,0.15778488,0.5867102742195129,209,53504,1164.9459058828652,3424256
114.64,2.89,3107,0.016430425,0.21199544,2.00376,-0.030246021,0.15100485,0.5778762400150299,210,53760,1170.2194150434807,3440640
115.86,2.77,3000,0.016861802,0.21923828,1.9644794,-0.028063914,0.13999556,0.5913009345531464,211,54016,1175.7146524246782,3457024
118.33,2.77,2990,0.018834235,0.22456868,1.9728894,-0.027856743,0.15718837,0.597660481929779,212,54272,1181.1941783437505,3473408
113.61,2.73,2912,0.016915202,0.21258545,1.9405226,-0.02678773,0.15653038,0.6363590657711029,213,54528,1186.8606417383999,3489792
116.09,2.53,3025,0.017586771,0.2197469,1.9227209,-0.02826357,0.15804444,0.6082099378108978,214,54784,1192.2763193165883,3506176
116.32,2.9,2893,0.018379083,0.22857666,1.9372905,-0.027516961,0.16391307,0.6270504593849182,215,55040,1197.9856119388714,3522560
106.09,2.64,3064,0.017542155,0.22310384,1.9499869,-0.030838652,0.15547048,0.6067787706851959,216,55296,1203.3337337914854,3538944
119.73,2.95,3086,0.017113097,0.22650146,1.9761475,-0.029435873,0.16261345,0.6001372039318085,217,55552,1208.68700669799,3555328
115.28,3.11,3016,0.017199019,0.2238973,1.9656228,-0.02767465,0.17491688,0.5734439492225647,218,55808,1214.119903916493,3571712
110.79,2.54,3032,0.017275967,0.21962483,1.9615331,-0.029477134,0.15094553,0.6272100806236267,219,56064,1219.5648405626416,3588096
122.18,3.03,3037,0.02014628,0.24723308,1.9543282,-0.029253952,0.14511612,0.6139965951442719,220,56320,1224.9600557219237,3604480
111.68,2.67,3015,0.016933009,0.22039795,1.9772248,-0.027542315,0.15568566,0.6189492046833038,221,56576,1230.4383340012282,3620864
106.41,2.66,2965,0.017622655,0.22111003,1.9480532,-0.029315116,0.17369373,0.5802420973777771,222,56832,1235.9644205402583,3637248
115.34,2.94,3072,0.0152574815,0.2041219,1.9922166,-0.030045994,0.15877415,0.6083458662033081,223,57088,1241.3394924663007,3653632
106.0,2.85,3048,0.01711913,0.21803792,1.9678904,-0.028724523,0.16085,0.650979220867157,224,57344,1246.7141600195318,3670016
119.16,2.75,2961,0.0161313,0.20922852,2.0162508,-0.0269864,0.14043035,0.6179000735282898,225,57600,1252.2901772893965,3686400
116.12,2.81,2934,0.015987348,0.21252441,1.9952103,-0.028501883,0.15718327,0.5729706287384033,226,57856,1257.8740726187825,3702784
114.78,3.38,3026,0.016811522,0.21728516,1.9936147,-0.028693298,0.15434478,0.5897491276264191,227,58112,1263.3352731363848,3719168
115.38,2.83,3026,0.015914472,0.20717366,1.9845243,-0.027912477,0.13994634,0.6217091977596283,228,58368,1268.7506529400125,3735552
109.12,2.9,3054,0.016475739,0.2131958,1.9998683,-0.030250559,0.152149,0.5915237665176392,229,58624,1274.1590072689578,3751936
110.75,2.59,2985,0.015662234,0.20859782,1.968696,-0.03212816,0.1589699,0.5937880873680115,230,58880,1279.6483695907518,3768320
129.41,3.44,3021,0.01587868,0.20924886,2.0127666,-0.028515263,0.14791815,0.5879893898963928,231,59136,1285.1104180272669,3784704
118.35,3.14,2985,0.015818821,0.20522054,2.0038865,-0.030430345,0.16281167,0.6150521039962769,232,59392,1290.599127087742,3801088
120.12,2.8,2972,0.015808735,0.20902507,1.9851599,-0.029172854,0.17271292,0.5528585314750671,233,59648,1296.156563919969,3817472
115.45,2.89,2949,0.015583287,0.20794678,1.9789315,-0.027575605,0.16963191,0.5511837899684906,234,59904,1301.7126781484112,3833856
106.92,2.36,2889,0.016957862,0.22043864,1.9841799,-0.029492095,0.14593787,0.56517493724823,235,60160,1307.4263582993299,3850240
121.63,2.78,2907,0.0174718,0.2288615,1.981593,-0.02962402,0.1594674,0.5461823046207428,236,60416,1313.0620371336117,3866624
121.41,2.9,2964,0.016101772,0.2097168,1.995603,-0.029477464,0.13380031,0.609050065279007,237,60672,1318.626333206892,3883008
125.16,3.01,2914,0.016397126,0.21453857,1.9821447,-0.026679471,0.14499684,0.5553628504276276,238,60928,1324.2491300394759,3899392
113.69,2.55,3077,0.016836597,0.21362305,1.9931623,-0.029913148,0.14837524,0.532411515712738,239,61184,1329.620812679641,3915776
113.38,3.06,2965,0.017786091,0.2234904,1.9565672,-0.030213386,0.15286207,0.550968587398529,240,61440,1335.1460859635845,3932160
117.44,2.99,2940,0.017229514,0.2164917,1.9639034,-0.03096298,0.16216694,0.523322194814682,241,61696,1340.7595377834514,3948544
124.61,3.59,2960,0.016455317,0.21221924,1.9390836,-0.02968588,0.18653804,0.5227457582950592,242,61952,1346.2950715860352,3964928
111.6,2.79,3028,0.018746117,0.23069255,1.9213696,-0.03119413,0.15590961,0.5882246494293213,243,62208,1351.7678193673491,3981312
122.18,2.91,3021,0.018604819,0.230896,1.9200802,-0.030441009,0.15992706,0.5948441624641418,244,62464,1357.191166497767,3997696
113.57,2.99,3006,0.018014537,0.22902425,1.9226608,-0.02688166,0.14284666,0.6268323957920074,245,62720,1362.6838494185358,4014080
115.21,2.91,2985,0.017469376,0.22365315,1.9323016,-0.030112967,0.1594677,0.5751374959945679,246,62976,1368.173444964923,4030464
114.55,2.95,3091,0.01749993,0.2220866,1.9171988,-0.030942647,0.1583736,0.5875018239021301,247,63232,1373.51666481141,4046848
118.94,3.55,2988,0.016700394,0.20914714,1.8919684,-0.030055424,0.17414957,0.5747069120407104,248,63488,1379.0006854142994,4063232
120.79,3.08,2977,0.01908576,0.23628743,1.9181156,-0.026087463,0.1740126,0.5834866464138031,249,63744,1384.5459832036868,4079616
113.44,2.78,3007,0.017056195,0.21535237,1.9256731,-0.030873358,0.1692812,0.603666216135025,250,64000,1389.9939604057,4096000
117.0,3.03,2934,0.017965307,0.2269694,1.9042245,-0.029850313,0.14533348,0.5870591700077057,251,64256,1395.6197976358235,4112384
106.11,2.29,2921,0.019233318,0.24135335,1.9026833,-0.028723158,0.14456011,0.5925273001194,252,64512,1401.229029645212,4128768
118.83,2.7,2962,0.016291576,0.20662434,1.8849593,-0.029907675,0.14926986,0.656178742647171,253,64768,1406.80578929279,4145152
111.85,2.91,2954,0.018020438,0.22253418,1.8911146,-0.028301267,0.15775512,0.6371113061904907,254,65024,1412.3530964516103,4161536
137.8,3.93,3046,0.018165331,0.22918701,1.9077991,-0.029580051,0.16835034,0.5934723019599915,255,65280,1417.7745749410242,4177920
115.0,2.35,3023,0.018253366,0.22953288,1.9292208,-0.028810224,0.15107448,0.5421966314315796,256,65536,1423.1937039345503,4194304
113.54,3.1,2929,0.018878257,0.22943115,1.9287025,-0.03084462,0.15445943,0.6343870460987091,257,65792,1428.8278738940135,4210688
111.8,2.8,2967,0.017790252,0.22025554,1.9132487,-0.029700777,0.18327259,0.5619166195392609,258,66048,1434.3497420055792,4227072
113.18,2.86,2937,0.018123103,0.21706136,1.9139328,-0.02991023,0.18069436,0.5869055688381195,259,66304,1439.9689696300775,4243456
122.09,3.25,2905,0.01673803,0.20119222,1.9213902,-0.030586809,0.1508207,0.6591745913028717,260,66560,1445.610167563893,4259840
120.89,3.08,2977,0.018359488,0.2263794,1.9130749,-0.032132685,0.17002136,0.5846596658229828,261,66816,1451.1574539784342,4276224
117.89,2.88,2937,0.017307885,0.21716309,1.9427891,-0.029154727,0.16308719,0.6066508591175079,262,67072,1456.7366543170065,4292608
116.63,3.44,3005,0.017092811,0.21142578,1.9286113,-0.03357284,0.16268419,0.5806191861629486,263,67328,1462.2318833218887,4308992
113.28,3.12,2944,0.019780265,0.23527019,1.9289918,-0.03297946,0.1816231,0.5939156711101532,264,67584,1467.7982467664406,4325376
113.7,2.83,2947,0.0201181,0.23728435,1.8908831,-0.032741215,0.16473483,0.6223315596580505,265,67840,1473.4024280076846,4341760
118.96,3.35,2971,0.018890379,0.2278239,1.8847948,-0.032619935,0.18910319,0.5705094933509827,266,68096,1478.9174351803958,4358144
115.95,3.2,3018,0.019120479,0.23850505,1.9293696,-0.035003807,0.15301056,0.6182470619678497,267,68352,1484.389078952372,4374528
115.47,3.03,2916,0.016103419,0.2055664,1.9271857,-0.029032059,0.18151884,0.606717586517334,268,68608,1490.0075688315555,4390912
113.73,3.3,3014,0.018756127,0.22403972,1.9248706,-0.033266153,0.18637641,0.5698211789131165,269,68864,1495.484915102832,4407296
116.63,3.29,2922,0.01733908,0.2173055,1.9024471,-0.02842939,0.17480002,0.599942684173584,270,69120,1501.0923937559128,4423680
111.78,2.88,2923,0.017817637,0.22257487,1.939992,-0.030330911,0.16914678,0.6137511730194092,271,69376,1506.8620644574985,4440064
120.65,3.05,3021,0.016475085,0.21044922,1.9507774,-0.030558467,0.17659593,0.5782492756843567,272,69632,1512.284739422612,4456448
123.83,3.52,2944,0.017597288,0.21813965,1.9381052,-0.032489315,0.16361581,0.5906494855880737,273,69888,1517.8905964335427,4472832
103.12,2.07,2980,0.01733471,0.21801758,1.9377257,-0.03131883,0.14150597,0.6134922802448273,274,70144,1523.388120347634,4489216
115.03,3.23,2874,0.018690793,0.22611491,1.9236659,-0.03062786,0.16628163,0.5816543698310852,275,70400,1529.1303763557225,4505600
113.77,2.58,2929,0.020320324,0.23248291,1.9398046,-0.033038005,0.15084924,0.6185376048088074,276,70656,1534.7245500339195,4521984
115.37,3.13,2882,0.020080326,0.23905437,1.9518114,-0.032989904,0.15560009,0.6258751153945923,277,70912,1540.4535774756223,4538368
104.35,2.62,2963,0.018587627,0.2263794,1.9437824,-0.03194635,0.1572631,0.6166478395462036,278,71168,1545.9840424349532,4554752
119.45,3.48,2995,0.017851036,0.22259521,1.9015862,-0.03014101,0.17691582,0.6433612108230591,279,71424,1551.4939762549475,4571136
128.44,3.81,2932,0.01665898,0.20865886,1.8874534,-0.031907123,0.1809616,0.5839919745922089,280,71680,1557.0827669464052,4587520
113.01,3.24,3002,0.018298803,0.21099854,1.8666941,-0.033914182,0.18081637,0.6117287576198578,281,71936,1562.5881646350026,4603904
118.29,3.56,3038,0.017077034,0.21034749,1.8858634,-0.032379992,0.16461693,0.6300242245197296,282,72192,1567.9824568163604,4620288
122.77,3.43,2896,0.017784901,0.22121175,1.8856133,-0.030409308,0.17389895,0.5783673524856567,283,72448,1573.6786656109616,4636672
119.04,3.65,2910,0.019330254,0.22845459,1.8842611,-0.0334321,0.1796164,0.6440888047218323,284,72704,1579.3089796984568,4653056
112.14,2.7,2986,0.021021761,0.24108887,1.9052944,-0.030771686,0.1454786,0.6255448162555695,285,72960,1584.8388814339414,4669440
118.92,2.88,2910,0.019439705,0.2288615,1.9019537,-0.03287855,0.1559661,0.6146163940429688,286,73216,1590.4698933558539,4685824
122.29,3.06,3029,0.017024117,0.20558675,1.8995713,-0.030307144,0.1541693,0.613030731678009,287,73472,1595.9230636088178,4702208
118.71,2.81,3010,0.018687053,0.22485352,1.8983866,-0.03306894,0.14639959,0.6606264710426331,288,73728,1601.3662796905264,4718592
115.12,3.39,2896,0.016697269,0.20163982,1.8760144,-0.034073092,0.17670566,0.5677725970745087,289,73984,1607.0692614810541,4734976
106.05,2.86,2961,0.01942002,0.2331543,1.9003838,-0.031497344,0.16435535,0.6274109780788422,290,74240,1612.6032873746008,4751360
122.88,3.18,3002,0.018998867,0.22379558,1.8890601,-0.032699097,0.16102688,0.6275177299976349,291,74496,1618.1019089650363,4767744
114.31,3.54,2986,0.017932603,0.21787517,1.8635305,-0.032206364,0.1674412,0.6412099599838257,292,74752,1623.5899974470958,4784128
96.49,2.36,3020,0.020289244,0.2374878,1.8974584,-0.03051292,0.15425093,0.6191696226596832,293,75008,1629.0553115596995,4800512
120.53,3.22,3021,0.01953228,0.23451741,1.8710073,-0.03192275,0.16449124,0.6061038672924042,294,75264,1634.4796705972403,4816896
103.69,3.04,2937,0.01965818,0.22953288,1.8791691,-0.032902386,0.16012251,0.634028971195221,295,75520,1640.1019447008148,4833280
114.67,3.03,2926,0.020320727,0.22585042,1.8724829,-0.032940757,0.16234939,0.6231489777565002,296,75776,1645.7020053174347,4849664
106.69,2.84,2883,0.018339371,0.22505696,1.8729829,-0.030603463,0.16744612,0.640464574098587,297,76032,1651.4266167338938,4866048
116.25,2.84,2961,0.02154989,0.24367268,1.8760114,-0.03173757,0.14675497,0.6224411129951477,298,76288,1656.9592511644587,4882432
125.99,2.95,2931,0.01879535,0.23122151,1.873442,-0.03142899,0.1624644,0.6523258090019226,299,76544,1662.591787604615,4898816
115.76,3.36,2939,0.019826828,0.2332967,1.8613552,-0.033371355,0.15414895,0.6470853984355927,300,76800,1668.1667148796842,4915200
114.4,3.38,2983,0.01960581,0.24043782,1.8259631,-0.02728834,0.18502478,0.6360332071781158,301,77056,1673.6976899811998,4931584
124.37,3.54,2958,0.018766593,0.22249348,1.8500737,-0.0320835,0.17155702,0.638214647769928,302,77312,1679.2364357886836,4947968
120.91,3.59,2879,0.020525929,0.22892253,1.8456529,-0.029973092,0.20215969,0.5667398273944855,303,77568,1684.9690484935418,4964352
118.76,3.03,2950,0.022438167,0.24155681,1.8360962,-0.0321238,0.15224935,0.6374170482158661,304,77824,1690.522798921913,4980736
120.38,3.31,2920,0.018829742,0.22265625,1.8356562,-0.031800758,0.17927653,0.585425466299057,305,78080,1696.1794243017212,4997120
113.43,3.11,3001,0.020429209,0.23122151,1.8067231,-0.03232476,0.18003447,0.6050730645656586,306,78336,1701.6388483159244,5013504
115.93,3.19,2901,0.018631268,0.22235107,1.8283229,-0.0338987,0.16465218,0.6680854558944702,307,78592,1707.3309832774103,5029888
120.93,3.17,2928,0.020929685,0.24239095,1.846845,-0.033628304,0.15730041,0.6432704925537109,308,78848,1712.9276077458635,5046272
116.65,3.67,3028,0.019600509,0.22723389,1.8442074,-0.031667527,0.19260015,0.6249420642852783,309,79104,1718.4084775708616,5062656
111.26,3.24,2983,0.018992908,0.22662354,1.8340207,-0.033534102,0.17572092,0.6420334875583649,310,79360,1723.9024992929772,5079040
104.36,3.08,2991,0.018894367,0.21677653,1.8472258,-0.031318974,0.18721694,0.6039204299449921,311,79616,1729.4262382620946,5095424
123.6,3.25,2995,0.01926327,0.22462972,1.8435035,-0.03318965,0.17520607,0.6437655389308929,312,79872,1734.896902850829,5111808
124.11,3.97,3011,0.020069413,0.23494466,1.7927712,-0.03196906,0.16888875,0.6465264558792114,313,80128,1740.3845254536718,5128192
109.67,2.87,2953,0.020925455,0.24424236,1.8219761,-0.031200776,0.17045946,0.5972272455692291,314,80384,1745.933564583771,5144576
111.64,2.78,2921,0.02149386,0.24475098,1.8073055,-0.031973943,0.18235046,0.5933933258056641,315,80640,1751.584548813291,5160960
126.42,4.02,3057,0.019703586,0.23612468,1.7963052,-0.03297899,0.19349389,0.5776589512825012,316,80896,1756.9436400998384,5177344
124.88,3.43,2889,0.020401528,0.2397054,1.7943144,-0.029465139,0.18702783,0.6280821561813354,317,81152,1762.6548355333507,5193728
115.18,3.07,3040,0.019470638,0.23612468,1.7881004,-0.031175492,0.18512945,0.624199241399765,318,81408,1768.045363234356,5210112
107.21,3.06,2962,0.020482132,0.23791504,1.7985841,-0.033923227,0.17815655,0.6294642984867096,319,81664,1773.6324572889134,5226496
111.93,3.13,2988,0.019219445,0.2331136,1.7833681,-0.03204274,0.18956195,0.6377155184745789,320,81920,1779.1160457320511,5242880
114.63,3.12,2919,0.0199737,0.24169922,1.8256327,-0.032495838,0.16110016,0.6502475738525391,321,82176,1784.7735629361123,5259264
122.21,3.84,2990,0.019872202,0.22937012,1.7589768,-0.030533673,0.18362407,0.6612038016319275,322,82432,1790.2529105609283,5275648
123.01,3.29,2976,0.021418864,0.25065103,1.8201666,-0.031005086,0.16826259,0.5893883109092712,323,82688,1795.800163387321,5292032
112.98,3.13,3002,0.020171614,0.24660237,1.7701116,-0.02863732,0.18495388,0.6503083109855652,324,82944,1801.257795915939,5308416
111.09,3.04,2923,0.021047352,0.2421875,1.769711,-0.031524956,0.1607488,0.650137335062027,325,83200,1806.9105347506702,5324800
114.72,2.99,3028,0.019620465,0.23264568,1.7915388,-0.031908434,0.18317325,0.6881181001663208,326,83456,1812.3219865895808,5341184
123.57,3.57,3012,0.019208321,0.22351074,1.8068272,-0.034549054,0.17781435,0.645004540681839,327,83712,1817.8076234534383,5357568
122.89,3.28,2993,0.019314745,0.23000081,1.80164,-0.031352367,0.17233098,0.6275001466274261,328,83968,1823.2821588683873,5373952
107.02,2.73,3004,0.02099082,0.24871826,1.82104,-0.031583432,0.15665676,0.5902654826641083,329,84224,1828.7815914573148,5390336
119.54,3.42,2992,0.019718051,0.24068196,1.8356997,-0.03214245,0.16677326,0.6392108201980591,330,84480,1834.2580404616892,5406720
112.33,3.01,2880,0.018601514,0.22528076,1.867843,-0.033763994,0.15488058,0.6274464428424835,331,84736,1839.9946709638461,5423104
118.93,3.15,2972,0.01987414,0.2395223,1.8294472,-0.03392204,0.15814854,0.6467768251895905,332,84992,1845.5074054282159,5439488
123.85,3.18,2917,0.01738866,0.21936035,1.8511535,-0.0320615,0.1720512,0.6351637244224548,333,85248,1851.1681178230792,5455872
122.03,2.9,3000,0.019385463,0.23124187,1.8337449,-0.0328784,0.16046745,0.6417767703533173,334,85504,1856.6302597178146,5472256
125.7,3.58,2942,0.018809896,0.22546387,1.8490772,-0.034123585,0.17170918,0.6535508632659912,335,85760,1862.2433420373127,5488640
110.55,2.88,2955,0.018255105,0.22052002,1.8279268,-0.031787183,0.15170902,0.6377105712890625,336,86016,1867.7879194477573,5505024
121.81,3.47,2940,0.018883687,0.22928874,1.8190454,-0.03064999,0.19129564,0.6425592005252838,337,86272,1873.4030713727698,5521408
119.88,3.26,2929,0.01749067,0.21954346,1.8649684,-0.03137272,0.16117732,0.6491830945014954,338,86528,1878.9975522430614,5537792
114.12,3.16,3042,0.019027615,0.22957356,1.8559474,-0.031907205,0.15281677,0.6849388778209686,339,86784,1884.4214753378183,5554176
116.36,2.96,2947,0.01919414,0.22192383,1.8830189,-0.03456239,0.15572624,0.6657492518424988,340,87040,1889.9805352743715,5570560
111.29,2.8,2936,0.019752013,0.22912598,1.8827376,-0.032747686,0.15626514,0.6418874561786652,341,87296,1895.6048477860168,5586944
123.78,3.45,2983,0.018233174,0.22298177,1.9158865,-0.033378325,0.16333897,0.5930624604225159,342,87552,1901.0978248929605,5603328
115.28,2.63,3009,0.019694312,0.22664388,1.8872708,-0.034194246,0.14934269,0.6470214426517487,343,87808,1906.5821385271847,5619712
117.98,3.34,2979,0.019288454,0.23158772,1.8980056,-0.03198269,0.16743313,0.6239502429962158,344,88064,1912.0817603738979,5636096
112.17,3.09,2989,0.0183085,0.22279866,1.8993968,-0.03522985,0.15602408,0.6443372070789337,345,88320,1917.6067414386198,5652480
113.26,2.84,3033,0.018307235,0.22033691,1.8786612,-0.031882353,0.14793606,0.6343038380146027,346,88576,1923.007846727036,5668864
116.34,3.35,3022,0.018359283,0.21885173,1.8654361,-0.03445864,0.16955484,0.6394367814064026,347,88832,1928.4749937569723,5685248
125.1,3.33,3077,0.018050374,0.21795654,1.9140215,-0.032605734,0.15007712,0.6641179621219635,348,89088,1933.7991380020976,5701632
119.59,3.14,3050,0.01876419,0.22721355,1.9141693,-0.034543093,0.12965482,0.6710205078125,349,89344,1939.2090066699311,5718016
113.28,2.81,3007,0.018948669,0.22353108,1.9046955,-0.033328038,0.13631941,0.6150769591331482,350,89600,1944.6576168062165,5734400
116.64,2.63,2981,0.018774757,0.22125244,1.9035263,-0.03520101,0.14948763,0.613948255777359,351,89856,1950.2014688802883,5750784
120.78,3.4,3083,0.019624516,0.23858643,1.8827757,-0.033359926,0.15039298,0.6330202519893646,352,90112,1955.516152846627,5767168
112.2,2.91,2986,0.01834672,0.21830241,1.8960376,-0.032630548,0.15556864,0.6081335246562958,353,90368,1961.0429971152917,5783552
116.89,3.3,2993,0.019219792,0.23044841,1.894764,-0.032727364,0.14932343,0.612637847661972,354,90624,1966.5177969010547,5799936
116.13,3.42,3030,0.018534541,0.22723389,1.8550733,-0.032152247,0.17971408,0.531364917755127,355,90880,1971.9698852011934,5816320
126.59,3.22,3005,0.017186904,0.21354167,1.8740015,-0.030944556,0.16056976,0.629296213388443,356,91136,1977.421825464815,5832704
129.6,3.38,2973,0.018133981,0.2244873,1.8920465,-0.032015406,0.15343943,0.622890442609787,357,91392,1982.9732815567404,5849088
116.21,3.02,2928,0.020815317,0.24361165,1.9098884,-0.03345974,0.14614047,0.6313596367835999,358,91648,1988.5697148842737,5865472
118.99,2.89,2969,0.01919187,0.23777263,1.9290137,-0.032901015,0.13265698,0.6156980097293854,359,91904,1994.1251695314422,5881856
114.19,2.76,3056,0.018964464,0.22153728,1.9118727,-0.032696296,0.1421384,0.6244116425514221,360,92160,1999.4864220507443,5898240
124.32,3.42,2930,0.017289238,0.21447754,1.9305682,-0.03292565,0.16330467,0.6260071396827698,361,92416,2005.1269396757707,5914624
115.44,2.71,2994,0.018144205,0.22027588,1.9120044,-0.034434702,0.14362979,0.6334714293479919,362,92672,2010.5993704609573,5931008
113.83,2.79,2897,0.020785054,0.2353719,1.9180803,-0.033473242,0.1398723,0.6283863186836243,363,92928,2016.328798850067,5947392
116.44,2.73,2901,0.019877486,0.228597,1.9177877,-0.03506237,0.13762881,0.6739442050457001,364,93184,2021.9765602890402,5963776
122.44,3.15,3019,0.019985223,0.23620605,1.9180716,-0.0307435,0.1328127,0.6565243005752563,365,93440,2027.4417572710663,5980160
121.72,3.11,2905,0.018950986,0.22475179,1.9102551,-0.032577097,0.13944885,0.5942445397377014,366,93696,2033.0816094493493,5996544
101.77,2.63,2963,0.01948511,0.22558594,1.8452406,-0.03342816,0.17225416,0.6092391908168793,367,93952,2038.6567298462614,6012928
129.83,3.56,2967,0.020088788,0.24098714,1.8996563,-0.034446724,0.14889239,0.6216104030609131,368,94208,2044.1797859817743,6029312
105.17,2.71,2916,0.017132195,0.21394856,1.8762714,-0.029789554,0.18074667,0.6140047311782837,369,94464,2049.844037228264,6045696
114.76,3.14,3033,0.019903835,0.23132324,1.8968362,-0.037473977,0.13667025,0.6776972115039825,370,94720,2055.245435208082,6062080
106.8,3.23,2883,0.020096734,0.23683675,1.878115,-0.032393556,0.18385093,0.6184616088867188,371,94976,2060.9701838865876,6078464
115.84,3.22,2926,0.020220563,0.23447673,1.8856882,-0.03429285,0.15296717,0.6217351257801056,372,95232,2066.570828956552,6094848
122.6,3.46,2973,0.019680966,0.23012288,1.9246632,-0.034153666,0.17411463,0.5990324318408966,373,95488,2072.125817326829,6111232
124.56,3.7,2965,0.017332567,0.21356201,1.9086345,-0.03207845,0.16678005,0.625627875328064,374,95744,2077.651754735969,6127616
114.86,3.18,2908,0.017466387,0.2189331,1.9317797,-0.0328369,0.15451418,0.6245567798614502,375,96000,2083.329321941361,6144000
120.25,3.52,2925,0.018681506,0.22469075,1.8809104,-0.033474486,0.14900182,0.6418477892875671,376,96256,2088.931713534519,6160384
116.32,3.3,3081,0.017354453,0.21551514,1.8786291,-0.031128684,0.17967409,0.6409443020820618,377,96512,2094.2945619728416,6176768
121.08,3.52,2993,0.019403808,0.22947185,1.8912644,-0.034683846,0.15514852,0.6038567125797272,378,96768,2099.769211180508,6193152
120.21,3.35,3041,0.019244427,0.23474121,1.9096565,-0.03298866,0.14480971,0.6697493195533752,379,97024,2105.1984470207244,6209536
123.49,3.52,2881,0.020548457,0.24013264,1.8845816,-0.034044657,0.14546044,0.60792076587677,380,97280,2110.8856122037396,6225920
111.97,2.82,3025,0.020813698,0.23461914,1.8720111,-0.032724462,0.15150857,0.6822419762611389,381,97536,2116.34493513871,6242304
119.11,3.17,2937,0.019342726,0.22723389,1.8797668,-0.035120223,0.15900147,0.6245713531970978,382,97792,2121.9236919907853,6258688
118.23,3.49,2930,0.019164123,0.2247111,1.870317,-0.031858407,0.17769371,0.6692081391811371,383,98048,2127.5607792688534,6275072
114.46,2.87,2930,0.01841005,0.21877034,1.8871531,-0.032562193,0.1754302,0.5936866402626038,384,98304,2133.152583778836,6291456
122.76,3.41,3023,0.019069707,0.22717285,1.9152246,-0.033297893,0.14230306,0.6204745173454285,385,98560,2138.6184997539967,6307840
129.14,3.83,2928,0.019444967,0.22666423,1.8907088,-0.033579297,0.13988629,0.6487600803375244,386,98816,2144.2142667071894,6324224
126.25,3.14,2875,0.01845436,0.22237141,1.9120668,-0.03294938,0.13212116,0.6549669206142426,387,99072,2149.9552980987355,6340608
109.89,2.57,2884,0.018301232,0.22127278,1.892219,-0.03131779,0.14427008,0.6440810859203339,388,99328,2155.636989992112,6356992
115.91,3.09,2949,0.019090785,0.22666423,1.8906288,-0.033854533,0.148736,0.6393467783927917,389,99584,2161.239113663323,6373376
120.87,2.96,2907,0.019317938,0.21891277,1.8691573,-0.03306898,0.142802,0.6584737598896027,390,99840,2166.874514207244,6389760
117.68,3.61,3026,0.020745331,0.23527019,1.8799844,-0.032953247,0.1512379,0.6541958451271057,391,100096,2172.352130177431,6406144
116.57,3.4,2973,0.019399375,0.21030681,1.8886305,-0.033133496,0.15285407,0.6738007068634033,392,100352,2177.8640417996794,6422528
107.66,3.37,3032,0.019668529,0.21638997,1.8331724,-0.035177264,0.16120785,0.6517908275127411,393,100608,2183.315899981186,6438912
118.2,3.1,2979,0.020027967,0.23079427,1.8861953,-0.032890733,0.15351,0.6300126016139984,394,100864,2188.8151116250083,6455296
127.84,3.67,2920,0.01952473,0.23016357,1.8681536,-0.030455207,0.16065921,0.6170351803302765,395,101120,2194.465209480375,6471680
122.78,2.83,3030,0.018901723,0.22688802,1.9242722,-0.033825178,0.1299743,0.6539368033409119,396,101376,2199.8737314725295,6488064
110.48,3.06,2987,0.019518787,0.23238118,1.8226466,-0.03202388,0.17387865,0.6761749386787415,397,101632,2205.4000363182276,6504448
116.25,3.1,2982,0.020000197,0.23553467,1.8862624,-0.033639457,0.16042048,0.620902955532074,398,101888,2210.8944873036817,6520832
135.86,3.76,3006,0.018618723,0.22747803,1.8760201,-0.034777723,0.1506206,0.6483052372932434,399,102144,2216.411139287986,6537216
118.87,3.35,2933,0.018482178,0.22332764,1.8915473,-0.033486616,0.15378587,0.6208586096763611,400,102400,2221.9976648921147,6553600
